소장품번호,명칭,text_full,연결페이지
무령147,유리 곱은 옥,"소장품번호: 무령147
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.33-너비:2.15-두께:0.60~1.34-구멍지름:0.27~0.51
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕의 머리받침(무령20) 서쪽 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥은 내부에 크고 작은 기포들과 검정 이물질이 불규칙적으로 다량 존재하고 있으며 표면은 풍화나 훼손이 거의 없이 양호한 상태이다. 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.27, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-2.
국립공주박물관, 2005, 『武寧王陵 출토 유물 분석 보고서 (Ⅰ)』, 國立公州博物館 硏究叢書 第17冊, p.121.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700014700000
무령148,유리 곱은 옥,"소장품번호: 무령148
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.33-너비:2.14-두께:0.67~1.10-구멍지름:0.17~0.35
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-3.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700014800000
무령149,유리 곱은 옥,"소장품번호: 무령149
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:2.27-너비:1.37-두께:0.46~1.17-구멍지름:0.40~0.50
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-4.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700014900000
무령150,유리 곱은 옥,"소장품번호: 무령150
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.60-너비:2.78-두께:0.41~1.17-구멍지름:0.23~0.51
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-5.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015000000
무령151,유리 곱은 옥,"소장품번호: 무령151
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.52-너비:2.26-두께:0.62~1.31-구멍지름:0.16~0.54
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-6.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015100000
무령152,유리 곱은 옥,"소장품번호: 무령152
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.80-너비:2.46-두께:0.57~1.39-구멍지름:0.23~0.40
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕의 머리받침(무령20) 서쪽 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥은 내부에 크고 작은 기포들과 검정 이물질이 불규칙적으로 다량 존재하고 있으며 표면은 풍화나 훼손이 거의 없이 양호한 상태이다. 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.27, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-7.
국립공주박물관, 2005, 『武寧王陵 출토 유물 분석 보고서 (Ⅰ)』, 國立公州博物館 硏究叢書 第17冊, p.121.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015200000
무령153,유리 곱은 옥,"소장품번호: 무령153
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.33-너비:2.07-두께:0.51~1.35-구멍지름:0.32~0.37
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-8.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015300000
무령154,유리 곱은 옥,"소장품번호: 무령154
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.38-너비:1.96-두께:0.59~1.50-구멍지름:0.24~0.46
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-9.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015400000
무령155,유리 곱은 옥,"소장품번호: 무령155
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:4.72-너비:2.59-두께:0.84~1.74-구멍지름:0.20~0.51
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-10.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015500000
무령156,유리 곱은 옥,"소장품번호: 무령156
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.10-너비:2.26-두께:0.41~1.51-구멍지름:0.42
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-11.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015600000
무령157,유리 곱은 옥,"소장품번호: 무령157
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.24-너비:1.81-두께:0.69~1.51-구멍지름:0.45~0.54
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-12.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015700000
무령158,유리 곱은 옥,"소장품번호: 무령158
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:2.48-너비:1.44-두께:0.31~1.21-구멍지름:0.31~0.32
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-13.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015800000
무령159,유리 곱은 옥,"소장품번호: 무령159
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.61-너비:2.01-두께:0.66~1.46-구멍지름:0.46~0.49
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 유리 곱은 옥은 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-14.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700015900000
무령160,유리 곱은 옥,"소장품번호: 무령160
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.37-너비:2.08-두께:0.59~1.54-구멍지름:0.30~0.37
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 유리 곱은 옥은 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥은 내부에 크고 작은 기포들과 검정 이물질이 불규칙적으로 다량 존재하고 있으며 표면은 풍화나 훼손이 거의 없이 양호한 상태이다. 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-15.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016000000
무령161,유리 곱은 옥,"소장품번호: 무령161
명칭: 유리 곱은 옥
이명칭: 유리곡옥, 琉璃曲玉, 유리제곡옥, 琉璃製曲玉
영문명칭: Comma-shaped jade
실측치: 길이:3.25-너비:2.10-두께:0.56~1.48-구멍지름:0.26~0.37
수량: 1
보관처: 수장고-1수장고-66장
특징: 무령왕릉에서 출토된 총 16점의 유리 곱은 옥(무령146~무령161) 중 1점에 해당한다. 유리 곱은 옥은 왕비의 머리와 가슴 부근에서 출토되었다. 유리 곱은 옥은 전체적으로 C자 형태이며 중간에 기포가 관찰되어 경옥 곱은 옥(무령139~무령145)과 구별이 가능하다. 곱은 옥의 표면에는 황색과 흰색의 풍화로 보이는 층이 형성되었으며 풍화층 내부에는 무지개빛으로 변색되어 있다. 황색과 흰색의 풍화층은 표면 균열이 있고 쉽게 박락될 가능성이 높다. 풍화층 아래로 보이는 곡옥의 색상은 녹색이며 내부에 검정 이물질이 관찰된다. 곱은 옥의 머리에는 구멍이 뚫려 있으며 거푸집으로 제작되었을 가능성이 높다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.33, 圖版 58-2.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.59~61, 도판 28-16.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016100000
무령162,호박 조옥,"소장품번호: 무령162
명칭: 호박 조옥
이명칭: 琥珀棗玉, 호박제조옥, 琥珀製棗玉
영문명칭: Amber bead
실측치: 길이:2.2-너비:1.3-두께:1.1-구멍지름:0.3
수량: 1
보관처: 수장고-1수장고-66장
특징: 호박 조옥으로 완형이다. 재질은 호박제이다. 무령왕릉에서 출토된 총 8점의 호박 조옥(무령162~무령169) 중 1점에 해당한다. X선 투과 조사에서 내부 구멍 상태를 확인한 결과 구멍의 양끝이 가운데보다 지름이 넓고, 구멍이 일직선이 아니라 중간 지점에서 만나는 것으로 보아 양쪽에서 구멍을 뚫은 것으로 보인다. 호박 조옥(무령162~무령169) 8점은 비중 측정 결과 약 1.13~1.14로 확인되었고 X선 투과 사진에서 투과도가 비교적 균일하여 유사 재질로 추정 된다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.34, 圖版 61-3.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.85~87, 도판 40-1.
국립공주박물관, 2014, 『武寧王陵 新報告書 Ⅲ』 - 분석·제작기술1(자연유물), pp.72~74.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016200000
무령163,호박 조옥,"소장품번호: 무령163
명칭: 호박 조옥
이명칭: 琥珀棗玉, 호박제조옥, 琥珀製棗玉
영문명칭: Amber bead
실측치: 길이:2.1-너비:1.2-두께:0.9-구멍지름:0.2
수량: 1
보관처: 기관-국립1-공주
특징: 호박 조옥으로 접합복원되었다. 재질은 호박제이다. 무령왕릉에서 출토된 총 8점의 호박 조옥(무령162~무령169) 중 1점에 해당한다. X선 투과 조사에서 내부 구멍 상태를 확인한 결과 구멍의 양끝이 가운데보다 지름이 넓고, 구멍이 일직선이 아니라 중간 지점에서 만나는 것으로 보아 양쪽에서 구멍을 뚫은 것으로 보인다. 호박 조옥(무령162~무령169) 8점은 비중 측정 결과 약 1.13~1.14로 확인되었고 X선 투과 사진에서 투과도가 비교적 균일하여 유사 재질로 추정 된다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.34, 圖版 61-3.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.85~87, 도판 40-2.
국립공주박물관, 2014, 『武寧王陵 新報告書 Ⅲ』 - 분석·제작기술1(자연유물), pp.72~74.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016300000
무령164,호박 조옥,"소장품번호: 무령164
명칭: 호박 조옥
이명칭: 琥珀棗玉, 호박제조옥, 琥珀製棗玉
영문명칭: Amber bead
실측치: 길이:2.3-너비:1.2-두께:0.8-구멍지름:0.2
수량: 1
보관처: 기관-국립1-공주
특징: 호박 조옥으로 완형이다. 재질은 호박제이다. 무령왕릉에서 출토된 총 8점의 호박 조옥(무령162~무령169) 중 1점에 해당한다. X선 투과 조사에서 내부 구멍 상태를 확인한 결과 구멍의 양끝이 가운데보다 지름이 넓고, 구멍이 일직선이 아니라 중간 지점에서 만나는 것으로 보아 양쪽에서 구멍을 뚫은 것으로 보인다. 호박 조옥(무령162~무령169) 8점은 비중 측정 결과 약 1.13~1.14로 확인되었고 X선 투과 사진에서 투과도가 비교적 균일하여 유사 재질로 추정 된다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.34, 圖版 61-3.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.85~87, 도판 40-3.
국립공주박물관, 2014, 『武寧王陵 新報告書 Ⅲ』 - 분석·제작기술1(자연유물), pp.72~74.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016400000
무령165,호박 조옥,"소장품번호: 무령165
명칭: 호박 조옥
이명칭: 琥珀棗玉, 호박제조옥, 琥珀製棗玉
영문명칭: Amber bead
실측치: 길이:2.4-너비:1.2-두께:1.0-구멍지름:0.2
수량: 1
보관처: 기관-국립1-공주
특징: 호박 조옥으로 완형이다. 재질은 호박제이다. 무령왕릉에서 출토된 총 8점의 호박 조옥(무령162~무령169) 중 1점에 해당한다. X선 투과 조사에서 내부 구멍 상태를 확인한 결과 구멍의 양끝이 가운데보다 지름이 넓고, 구멍이 일직선이 아니라 중간 지점에서 만나는 것으로 보아 양쪽에서 구멍을 뚫은 것으로 보인다. 호박 조옥(무령162~무령169) 8점은 비중 측정 결과 약 1.13~1.14로 확인되었고 X선 투과 사진에서 투과도가 비교적 균일하여 유사 재질로 추정 된다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.34, 圖版 61-3.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.85~87, 도판 40-4.
국립공주박물관, 2014, 『武寧王陵 新報告書 Ⅲ』 - 분석·제작기술1(자연유물), pp.72~74.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016500000
무령166,호박 조옥,"소장품번호: 무령166
명칭: 호박 조옥
이명칭: 琥珀棗玉, 호박제조옥, 琥珀製棗玉
영문명칭: Amber bead
실측치: 길이:1.7-너비:1.2-두께:0.7-구멍지름:0.2
수량: 1
보관처: 수장고-1수장고-66장
특징: 호박 조옥으로 접합복원되었다. 재질은 호박제이다. 무령왕릉에서 출토된 총 8점의 호박 조옥(무령162~무령169) 중 1점에 해당한다. X선 투과 조사에서 내부 구멍 상태를 확인한 결과 구멍의 양끝이 가운데보다 지름이 넓고, 구멍이 일직선이 아니라 중간 지점에서 만나는 것으로 보아 양쪽에서 구멍을 뚫은 것으로 보인다. 호박 조옥(무령162~무령169) 8점은 비중 측정 결과 약 1.13~1.14로 확인되었고 X선 투과 사진에서 투과도가 비교적 균일하여 유사 재질로 추정 된다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.34, 圖版 61-3.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.85~87, 도판 40-5.
국립공주박물관, 2014, 『武寧王陵 新報告書 Ⅲ』 - 분석·제작기술1(자연유물), pp.72~74.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016600000
무령167,호박 조옥,"소장품번호: 무령167
명칭: 호박 조옥
이명칭: 琥珀棗玉, 호박제조옥, 琥珀製棗玉
영문명칭: Amber bead
실측치: 길이:1.9-너비:1.3-두께:0.8-구멍지름:0.1
수량: 1
보관처: 수장고-1수장고-66장
특징: 호박 조옥으로 완형이다. 재질은 호박제이다. 무령왕릉에서 출토된 총 8점의 호박 조옥(무령162~무령169) 중 1점에 해당한다. X선 투과 조사에서 내부 구멍 상태를 확인한 결과 구멍의 양끝이 가운데보다 지름이 넓고, 구멍이 일직선이 아니라 중간 지점에서 만나는 것으로 보아 양쪽에서 구멍을 뚫은 것으로 보인다. 호박 조옥(무령162~무령169) 8점은 비중 측정 결과 약 1.13~1.14로 확인되었고 X선 투과 사진에서 투과도가 비교적 균일하여 유사 재질로 추정 된다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.34, 圖版 61-3.
국립공주박물관, 2018, 『武寧王陵 新報告書 Ⅳ』 - 출토유물1(옥석류) -, pp.85~87, 도판 40-6.
국립공주박물관, 2014, 『武寧王陵 新報告書 Ⅲ』 - 분석·제작기술1(자연유물), pp.72~74.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700016700000
